value,date
0.10693099741281507,2007-01-01
0.0,2007-01-02
0.0,2007-01-03
2.177819090859531,2007-01-04
0.0,2007-01-05
1.5853554529677232,2007-01-06
0.0,2007-01-07
0.0,2007-01-08
1.544147862462686,2007-01-09
1.9863607007273183,2007-01-10
0.0,2007-01-11
0.12807050070055478,2007-01-12
0.046192449580545365,2007-01-13
1.268452992214928,2007-01-14
0.0,2007-01-15
0.0,2007-01-16
0.0,2007-01-17
11.834245747007111,2007-01-18
2.433982292680014,2007-01-19
3.4364032181337727,2007-01-20
0.0,2007-01-21
24.29133759756726,2007-01-22
0.0,2007-01-23
0.0,2007-01-24
0.8447527901931933,2007-01-25
29.601574462415606,2007-01-26
0.09861023463169467,2007-01-27
0.0,2007-01-28
0.0,2007-01-29
0.0,2007-01-30
0.0,2007-01-31
0.0,2007-02-01
0.0,2007-02-02
0.0,2007-02-03
0.0,2007-02-04
0.0,2007-02-05
0.0,2007-02-06
0.0,2007-02-07
0.0,2007-02-08
0.0,2007-02-09
0.0,2007-02-10
0.0,2007-02-11
0.0,2007-02-12
0.0,2007-02-13
4.115394299395022,2007-02-14
11.310634623768406,2007-02-15
1.2539046970985328,2007-02-16
0.1451716017822502,2007-02-17
0.11774711514392636,2007-02-18
3.1674084845682287,2007-02-19
3.219919931798597,2007-02-20
3.2494325433964635,2007-02-21
0.0,2007-02-22
0.0,2007-02-23
0.0,2007-02-24
0.0,2007-02-25
4.456601588087638,2007-02-26
0.0,2007-02-27
0.0,2007-02-28
0.0,2007-03-01
0.22765792527336973,2007-03-02
0.0,2007-03-03
13.047973085317365,2007-03-04
0.1666706363249803,2007-03-05
2.452343456920937,2007-03-06
7.348386252068525,2007-03-07
2.795659164530919,2007-03-08
14.858444880004244,2007-03-09
9.301105270015519,2007-03-10
0.19089079470450548,2007-03-11
7.236011583059019,2007-03-12
0.0,2007-03-13
13.208022956927564,2007-03-14
0.25219316118792845,2007-03-15
16.902991116293894,2007-03-16
0.6948551672528531,2007-03-17
1.3849547915298028,2007-03-18
0.0,2007-03-19
0.0,2007-03-20
1.32784228618474,2007-03-21
3.4615854395175463,2007-03-22
4.453784460930834,2007-03-23
18.02372850723862,2007-03-24
17.149017968106584,2007-03-25
0.275519243177983,2007-03-26
6.9597332231264835,2007-03-27
16.288415115580957,2007-03-28
28.458867141877427,2007-03-29
0.0,2007-03-30
1.738720983833845,2007-03-31
4.273609780407595,2007-04-01
13.312903561345088,2007-04-02
0.8054124406789239,2007-04-03
14.100252618579741,2007-04-04
14.931761823155343,2007-04-05
7.171075064672795,2007-04-06
1.2719860055582402,2007-04-07
4.456408114255751,2007-04-08
7.307248361292941,2007-04-09
0.43846084236333127,2007-04-10
0.042343299751358,2007-04-11
0.0,2007-04-12
2.1412435825928897,2007-04-13
13.760896808279604,2007-04-14
13.86594529538749,2007-04-15
8.944841831057436,2007-04-16
0.0,2007-04-17
3.999688682936817,2007-04-18
27.233765815254195,2007-04-19
25.355650892651926,2007-04-20
0.6528073874901259,2007-04-21
1.3133224171254554,2007-04-22
1.2305519416946886,2007-04-23
0.49295671753093,2007-04-24
41.448885932592155,2007-04-25
0.0,2007-04-26
22.248638853147664,2007-04-27
6.7147605747586745,2007-04-28
13.28950605465917,2007-04-29
0.0,2007-04-30
0.0,2007-05-01
