value,LastDayWeek
18.891466646771935,2007-01-06
22.234262522627127,2007-01-13
22.26875913747431,2007-01-20
23.546037436657564,2007-01-27
25.353071465583202,2007-02-03
25.291344232782926,2007-02-10
24.71922472916281,2007-02-17
25.926860347553006,2007-02-24
26.676927999504596,2007-03-03
27.06151415236034,2007-03-10
26.74863717023567,2007-03-17
26.3535081365178,2007-03-24
17.001632763995882,2007-03-31
22.57687543743868,2007-04-07
25.82904757710185,2007-04-14
27.204269233656078,2007-04-21
22.922356796621546,2007-04-28
25.296921894099093,2007-05-05
21.467952590510947,2007-05-12
25.564114312422188,2007-05-19
24.859561204340938,2007-05-26
24.799526041545896,2007-06-02
24.641873165618314,2007-06-09
22.987469078817497,2007-06-16
23.034540491501367,2007-06-23
22.796705903159665,2007-06-30
24.90510337120845,2007-07-07
22.360292636503086,2007-07-14
21.389051075130048,2007-07-21
21.858806835677694,2007-07-28
23.45930143656914,2007-08-04
19.77717213634393,2007-08-11
22.903436764467425,2007-08-18
24.17673562659338,2007-08-25
23.74477761103964,2007-09-01
24.548963511227527,2007-09-08
25.44610800261882,2007-09-15
23.73752706705935,2007-09-22
26.830181963398697,2007-09-29
26.019974635677677,2007-10-06
24.926971331741175,2007-10-13
23.488591636603257,2007-10-20
23.664702450346518,2007-10-27
22.04198788919485,2007-11-03
24.11999757459399,2007-11-10
25.032613619258516,2007-11-17
22.4899312213687,2007-11-24
23.626823986381673,2007-12-01
23.04607479694509,2007-12-08
24.10439944446404,2007-12-15
23.99284626855953,2007-12-22
21.17214019124925,2007-12-29
21.268152520316637,2008-01-05
22.460656384363894,2008-01-12
20.494431882909947,2008-01-19
22.61933167340805,2008-01-26
23.66083876197586,2008-02-02
23.735290479002213,2008-02-09
23.405946265022067,2008-02-16
24.39116652774404,2008-02-23
23.45084288664076,2008-03-01
23.53076332726533,2008-03-08
21.91996828260193,2008-03-15
24.456870076785012,2008-03-22
24.291254369447966,2008-03-29
23.433841252955485,2008-04-05
24.949752175254552,2008-04-12
25.57500981899735,2008-04-19
25.83519951201316,2008-04-26
26.919316593162215,2008-05-03
26.767033543609973,2008-05-10
24.946285982349117,2008-05-17
