value,LastDayWeek
24.94696448538922,2007-01-06
24.26414426724681,2007-01-13
20.08317459730524,2007-01-20
23.46074695302909,2007-01-27
22.736029731045413,2007-02-03
24.46224565832339,2007-02-10
22.444523027872908,2007-02-17
26.437757401952275,2007-02-24
25.978767899211288,2007-03-03
25.452138338808943,2007-03-10
27.72528024301487,2007-03-17
30.788721201269745,2007-03-24
27.028861798009796,2007-03-31
25.48432307214059,2007-04-07
24.999473396247286,2007-04-14
21.649792657906897,2007-04-21
24.998048586214537,2007-04-28
25.982178172024533,2007-05-05
21.45735852540398,2007-05-12
24.069980077919187,2007-05-19
22.927369572607326,2007-05-26
21.717819860989326,2007-06-02
26.162949219363043,2007-06-09
23.308025416283254,2007-06-16
27.38346191855199,2007-06-23
25.26523437380567,2007-06-30
25.165246654715936,2007-07-07
26.770683844352074,2007-07-14
27.942824799982994,2007-07-21
20.499658179152316,2007-07-28
22.961758129763346,2007-08-04
27.377425918947058,2007-08-11
26.13819369868028,2007-08-18
23.97608291720142,2007-08-25
24.552443911279088,2007-09-01
28.400492177958593,2007-09-08
28.23945335921851,2007-09-15
22.595555663331147,2007-09-22
26.20989860446526,2007-09-29
27.90698103705938,2007-10-06
25.10793670219285,2007-10-13
22.021404006914732,2007-10-20
21.058465033983342,2007-10-27
20.153148654660033,2007-11-03
22.206565773156335,2007-11-10
25.495379495809964,2007-11-17
26.048443171552684,2007-11-24
22.197326559714163,2007-12-01
20.71644410478127,2007-12-08
19.545208304920916,2007-12-15
20.44778140952692,2007-12-22
20.906679509001723,2007-12-29
23.280973355768328,2008-01-05
19.55181356169729,2008-01-12
17.743245118864518,2008-01-19
17.5619659460795,2008-01-26
18.0457812832853,2008-02-02
25.180898546257747,2008-02-09
23.77664981727182,2008-02-16
14.939332636932035,2008-02-23
18.313513923843182,2008-03-01
17.147813677715103,2008-03-08
19.128585351220458,2008-03-15
22.55232450256991,2008-03-22
20.82892727048779,2008-03-29
23.5748414651413,2008-04-05
21.75324974756582,2008-04-12
25.76790021358864,2008-04-19
26.964343912093973,2008-04-26
26.964343912093973,2008-05-03
21.489916647019744,2008-05-10
24.542516940824886,2008-05-17
25.78660690861659,2008-05-24
25.723974288684808,2008-05-31
23.417974437573566,2008-06-07
24.41686795695992,2008-06-14
20.562039484746453,2008-06-21
20.39385179554,2008-06-28
26.761258522780377,2008-07-05
23.575194559481684,2008-07-12
22.39193337242343,2008-07-19
24.38591761972609,2008-07-26
23.95951618941142,2008-08-02
22.95278064176856,2008-08-09
27.640862269283843,2008-08-16
23.562326494971717,2008-08-23
25.298687714931322,2008-08-30
22.23978251574324,2008-09-06
25.493113049015278,2008-09-13
23.056311003457175,2008-09-20
23.479698647149245,2008-09-27
17.659058745118063,2008-10-04
24.74765543962523,2008-10-11
21.31199723727112,2008-10-18
26.876582568524487,2008-10-25
21.739743472130744,2008-11-01
24.92752005064614,2008-11-08
24.552989493386463,2008-11-15
24.788586901879643,2008-11-22
24.098213407563097,2008-11-29
22.172239499042103,2008-12-06
24.36161748600765,2008-12-13
21.187291168088255,2008-12-20
19.604696658223723,2008-12-27
19.96135075474533,2009-01-03
23.004681588700738,2009-01-10
