value,LastDayWeek
26.80822704593042,2007-01-06
25.54038951634765,2007-01-13
30.247845424180905,2007-01-20
29.739706780180665,2007-01-27
27.313508416204996,2007-02-03
25.54949779400204,2007-02-10
25.68800879298049,2007-02-17
28.34389333387205,2007-02-24
30.63435643386441,2007-03-03
31.77577445530034,2007-03-10
27.796031272151023,2007-03-17
23.916458839883088,2007-03-24
24.572563571670848,2007-03-31
28.44962797446741,2007-04-07
28.12705313958524,2007-04-14
28.210800587487245,2007-04-21
25.194792918832004,2007-04-28
27.428704574142834,2007-05-05
22.096960165582175,2007-05-12
25.32107690168592,2007-05-19
20.00825268745854,2007-05-26
20.984241734847064,2007-06-02
23.600621709108143,2007-06-09
25.354071012267163,2007-06-16
24.693882335683202,2007-06-23
23.43082207715818,2007-06-30
25.85447550933521,2007-07-07
24.759361784689045,2007-07-14
29.300141697095146,2007-07-21
27.529052126241105,2007-07-28
29.463869040757977,2007-08-04
32.227485752800185,2007-08-11
30.793317560614756,2007-08-18
27.368927273719414,2007-08-25
28.71689196217022,2007-09-01
30.61959854527397,2007-09-08
34.779985729237204,2007-09-15
34.53668573689292,2007-09-22
31.681702283156817,2007-09-29
29.559011310991814,2007-10-06
27.043241648346093,2007-10-13
32.13620887283521,2007-10-20
26.694374444640854,2007-10-27
16.252840723858636,2007-11-03
18.77899033812705,2007-11-10
27.305024466857308,2007-11-17
27.074251486365238,2007-11-24
26.72269812722681,2007-12-01
26.73361458244711,2007-12-08
23.201709297303896,2007-12-15
27.831227125006983,2007-12-22
27.031469959531655,2007-12-29
23.18539577892322,2008-01-05
22.92686038313369,2008-01-12
21.561718945781337,2008-01-19
25.611045116929944,2008-01-26
24.812466904809604,2008-02-02
27.28172657739079,2008-02-09
28.288270728902834,2008-02-16
23.997574045428866,2008-02-23
26.246049847229695,2008-03-01
25.79913695859901,2008-03-08
24.979997052274285,2008-03-15
22.692140593890297,2008-03-22
24.158970296012054,2008-03-29
26.323630592234394,2008-04-05
24.761496229138455,2008-04-12
22.07047608894794,2008-04-19
22.04957061624508,2008-04-26
26.738549638603537,2008-05-03
26.985676862863606,2008-05-10
25.990395056313165,2008-05-17
24.44098665416531,2008-05-24
24.95363134544095,2008-05-31
25.592205770836056,2008-06-07
26.68949255282696,2008-06-14
28.7691285047261,2008-06-21
24.60723472530493,2008-06-28
23.157162807751657,2008-07-05
22.287996432695074,2008-07-12
23.86653065430961,2008-07-19
26.654486387898746,2008-07-26
31.605793745133077,2008-08-02
28.48940530138305,2008-08-09
32.87364801023891,2008-08-16
27.919073397251626,2008-08-23
24.970554928569868,2008-08-30
23.315591226076986,2008-09-06
30.0697408605803,2008-09-13
29.276980495749314,2008-09-20
30.164334978312535,2008-09-27
29.07379249243697,2008-10-04
26.159173858467323,2008-10-11
25.624935975238287,2008-10-18
28.859456403031025,2008-10-25
26.795491570707554,2008-11-01
