value,LastDayWeek
26.798994436903993,2007-01-06
27.445338052557272,2007-01-13
26.663906969246547,2007-01-20
28.156201972155593,2007-01-27
26.317673782318032,2007-02-03
26.286594666598656,2007-02-10
23.690578813274715,2007-02-17
26.35254966837311,2007-02-24
27.188057411950968,2007-03-03
28.881595723289394,2007-03-10
32.00844106637674,2007-03-17
31.32415137051154,2007-03-24
30.552880884773764,2007-03-31
29.93047070030743,2007-04-07
29.08143241766924,2007-04-14
30.375935515828854,2007-04-21
31.94906208878868,2007-04-28
27.593647215911556,2007-05-05
30.045003424872654,2007-05-12
28.580300096402716,2007-05-19
27.779630774260884,2007-05-26
27.661216242364567,2007-06-02
27.962370280709404,2007-06-09
22.840132457584396,2007-06-16
28.589092175558953,2007-06-23
30.475545919002457,2007-06-30
26.285037178937607,2007-07-07
25.735961022180003,2007-07-14
27.216033730601787,2007-07-21
25.929120117345313,2007-07-28
28.28944416915586,2007-08-04
30.870110218664077,2007-08-11
29.128821154785516,2007-08-18
28.142856293628274,2007-08-25
26.00724578558197,2007-09-01
29.056018091931282,2007-09-08
30.7568862716669,2007-09-15
29.596087022057223,2007-09-22
28.535546890195885,2007-09-29
27.060183503985094,2007-10-06
28.18978145927158,2007-10-13
26.55559626762039,2007-10-20
31.493005864103676,2007-10-27
28.122728739133,2007-11-03
29.786347542753564,2007-11-10
28.49787198140586,2007-11-17
27.366250138331704,2007-11-24
24.03824412108869,2007-12-01
26.1619087820532,2007-12-08
27.637827367170285,2007-12-15
27.876825980339124,2007-12-22
28.953250759928267,2007-12-29
28.572909328819918,2008-01-05
27.060112254317406,2008-01-12
26.72293686007068,2008-01-19
27.005516170494218,2008-01-26
27.755550559871658,2008-02-02
28.260406032942825,2008-02-09
31.08787824476375,2008-02-16
27.660862195838167,2008-02-23
25.82070641948965,2008-03-01
23.30868139588066,2008-03-08
25.294061066694972,2008-03-15
29.907897350502168,2008-03-22
30.453541884745682,2008-03-29
26.14965507770821,2008-04-05
27.494656641958706,2008-04-12
27.72806821703955,2008-04-19
27.746083368900297,2008-04-26
26.85995356034456,2008-05-03
25.203620852065654,2008-05-10
25.532208766048623,2008-05-17
24.585626166209465,2008-05-24
24.71678238026958,2008-05-31
23.961016454585653,2008-06-07
20.93024081921003,2008-06-14
26.7569178146668,2008-06-21
24.742997121206134,2008-06-28
22.788470788836953,2008-07-05
30.746190181511793,2008-07-12
29.56454119239154,2008-07-19
28.240900361804666,2008-07-26
27.88500600637355,2008-08-02
25.230016203310964,2008-08-09
25.794946145390252,2008-08-16
25.417834802729864,2008-08-23
29.803900229668248,2008-08-30
28.593738856519035,2008-09-06
27.06442138811727,2008-09-13
22.103141908218372,2008-09-20
27.78300472050719,2008-09-27
29.476873648697794,2008-10-04
28.344199193395436,2008-10-11
