value,LastDayWeek
19.472312009238426,2007-01-06
20.917338756143675,2007-01-13
22.198782138835437,2007-01-20
27.959810863469066,2007-01-27
28.22246032601166,2007-02-03
26.719439026166526,2007-02-10
28.67712232402783,2007-02-17
29.045682274737107,2007-02-24
28.66843629752656,2007-03-03
29.950441640378585,2007-03-10
29.36327582356534,2007-03-17
28.64283204186461,2007-03-24
26.12636930764641,2007-03-31
25.998212812776877,2007-04-07
23.485423400728518,2007-04-14
27.027841861975723,2007-04-21
27.875971629662413,2007-04-28
28.401093924527874,2007-05-05
30.172355970385638,2007-05-12
27.96359483834491,2007-05-19
26.62057777943569,2007-05-26
28.392396453279606,2007-06-02
27.62303149683843,2007-06-09
29.7484992746453,2007-06-16
29.01190865491384,2007-06-23
26.216131268700174,2007-06-30
28.76433886882632,2007-07-07
27.32254907188982,2007-07-14
27.351320425673684,2007-07-21
25.706404890664523,2007-07-28
27.9164007839808,2007-08-04
27.624525272744183,2007-08-11
25.91785458495924,2007-08-18
23.692945007070957,2007-08-25
25.605784922689207,2007-09-01
27.283574508197383,2007-09-08
28.682856099793124,2007-09-15
23.88706961045232,2007-09-22
28.49943715756271,2007-09-29
28.151124399002782,2007-10-06
27.619523715991086,2007-10-13
26.08977804876633,2007-10-20
26.606751202435863,2007-10-27
26.131751233241115,2007-11-03
27.773350966465298,2007-11-10
29.31378192708146,2007-11-17
27.277366078444544,2007-11-24
26.98021134163009,2007-12-01
26.217349929424497,2007-12-08
23.804046121903443,2007-12-15
24.108655761414756,2007-12-22
24.77900050133125,2007-12-29
26.755498662299523,2008-01-05
26.530946237952552,2008-01-12
24.866999046501665,2008-01-19
21.206168398171478,2008-01-26
25.133398527100407,2008-02-02
27.401385692376145,2008-02-09
25.98719263622039,2008-02-16
25.48658828908165,2008-02-23
26.636541058768817,2008-03-01
23.909584560556034,2008-03-08
17.148434466019456,2008-03-15
28.703011933518912,2008-03-22
26.931699068969525,2008-03-29
25.82342124188811,2008-04-05
28.47767726841831,2008-04-12
26.6059326663324,2008-04-19
25.450754212205812,2008-04-26
27.063161775210563,2008-05-03
27.348530400905094,2008-05-10
27.76287173848684,2008-05-17
25.413029960212356,2008-05-24
25.814130239040363,2008-05-31
26.111224442734926,2008-06-07
27.57090905712038,2008-06-14
24.511514447740357,2008-06-21
24.89718933601133,2008-06-28
27.875732279171245,2008-07-05
28.656735687742763,2008-07-12
28.68812656919068,2008-07-19
24.50341497885965,2008-07-26
22.72904260839988,2008-08-02
25.04742106062252,2008-08-09
