LastDayWeek,temperature_76001,temperature_54001,temperature_50001,temperature_73001,temperature_68001,temperature_41001,temperature_23001,temperature_05001,temperature_05360,temperature_08001
2007-01-06,26.798994436903996,28.71625314160717,30.499987466715957,24.94696448538922,30.527058540718183,26.80822704593042,31.544847512647763,18.89146664677193,19.472312009238426,32.404341742148176
2007-01-13,27.445338052557272,26.01482321173048,32.67914374017442,24.26414426724681,29.5039396810472,25.54038951634765,32.84203861727521,22.234262522627127,20.917338756143675,32.19558685044276
2007-01-20,26.663906969246547,24.001816017921957,31.51561175400864,20.08317459730524,29.540389504438583,30.247845424180905,32.18097958765135,22.26875913747431,22.19878213883544,31.609415982436417
2007-01-27,28.156201972155596,27.88880179491618,33.214660202826096,23.46074695302909,28.28170529415748,29.739706780180665,32.14046353553754,23.546037436657564,27.959810863469063,33.316457869092666
2007-02-03,26.317673782318032,31.45489137175692,34.922635640515026,22.736029731045413,31.1063202497966,27.313508416205,32.51694278540891,25.3530714655832,28.22246032601166,32.42297341342525
2007-02-10,26.286594666598656,30.483763415300263,34.41974456319291,24.46224565832339,30.60299897073957,25.54949779400204,35.58758893478138,25.29134423278293,26.71943902616653,33.5388070592934
2007-02-17,23.690578813274715,30.3068052848337,33.1473073637222,22.444523027872908,29.658045901142177,25.68800879298049,35.32125814935285,24.71922472916281,28.67712232402783,33.46434583187897
2007-02-24,26.35254966837311,29.73905788053697,33.448447971738176,26.437757401952275,31.64863069608333,28.34389333387205,37.46212882993861,25.926860347553006,29.045682274737107,34.81216451124668
2007-03-03,27.188057411950968,30.62776262591992,34.14034784363154,25.978767899211288,30.73432840511309,30.63435643386441,35.57753126997871,26.6769279995046,28.66843629752656,35.85457239544763
2007-03-10,28.881595723289397,29.799988247462164,36.47669336720418,25.452138338808943,26.61172194487829,31.77577445530034,34.6260996628364,27.06151415236034,29.950441640378585,34.55954293133773
2007-03-17,32.00844106637674,30.987158726908287,32.19663625968982,27.72528024301487,30.72526741066331,27.796031272151023,34.90852182975214,26.74863717023567,29.36327582356534,33.83253658442552
2007-03-24,31.32415137051154,29.596555029476832,27.555227339557558,30.788721201269745,30.82886960390147,23.916458839883088,35.337432756470854,26.3535081365178,28.64283204186461,31.69013754375852
2007-03-31,30.552880884773764,28.315131912961284,29.01430150603729,27.0288617980098,29.96570220523395,24.572563571670848,36.28558869122561,17.001632763995882,26.12636930764641,36.49657381562097
2007-04-07,29.93047070030743,28.046363532636885,29.356976385697266,25.48432307214059,27.12367330718456,28.44962797446741,35.54192417040776,22.57687543743868,25.99821281277688,37.44362928087399
2007-04-14,29.08143241766924,29.252952581826143,29.095459713377945,24.99947339624729,26.985703584696104,28.12705313958524,33.49215257497163,25.82904757710185,23.48542340072852,36.09400347556577
2007-04-21,30.375935515828854,31.48896433458446,27.005056157090458,21.649792657906897,28.3616911009119,28.210800587487245,31.4734400466126,27.20426923365608,27.027841861975723,32.835908624588946
2007-04-28,31.94906208878868,27.34027772115768,29.900946629922156,24.998048586214537,29.17956063410815,25.194792918832004,30.910497252152425,22.922356796621543,27.875971629662413,30.450074623707533
2007-05-05,27.59364721591156,29.58023458717179,31.91582739113729,25.982178172024533,30.335078897843808,27.428704574142834,30.261747092912845,25.296921894099093,28.401093924527878,31.863170731707346
2007-05-12,30.04500342487265,30.86797920915768,29.45959586656988,21.45735852540398,27.92576376136978,22.09696016558217,32.532102784608774,21.467952590510947,30.17235597038564,32.14986062717772
2007-05-19,28.58030009640272,28.207738494928517,28.487996937952754,24.069980077919187,29.696777392323288,25.32107690168592,30.92699020132765,25.564114312422188,27.96359483834491,30.890436300089863
2007-05-26,27.779630774260884,27.89352874892697,24.485535130441583,22.92736957260733,28.01722234757889,20.00825268745854,30.0042330698527,24.859561204340935,26.62057777943569,30.257545188500632
2007-06-02,27.661216242364567,28.476395880048404,19.000432994573234,21.717819860989326,25.621140439816315,20.984241734847064,30.17936584233181,24.799526041545896,28.39239645327961,28.9309704889344
2007-06-09,27.962370280709404,30.269849941927056,25.41617400754411,26.162949219363043,28.61511686327611,23.600621709108143,30.59955365726556,24.641873165618318,27.62303149683843,33.62609090910007
2007-06-16,22.8401324575844,31.619711658457312,26.08934446215808,23.30802541628325,29.51304883816388,25.354071012267163,29.588072270603764,22.987469078817497,29.7484992746453,30.21602676416961
2007-06-23,28.589092175558957,28.4929096064008,25.811627415458968,27.38346191855199,31.6101643177943,24.6938823356832,27.05155845837525,23.034540491501367,29.01190865491384,30.08838141220607
2007-06-30,30.475545919002457,29.05934799931695,25.811627415458968,25.26523437380567,27.706750056453632,23.43082207715818,27.40734884773345,22.796705903159665,26.21613126870017,30.635268824883493
2007-07-07,26.285037178937607,30.962986401197416,26.22917348164853,25.165246654715936,24.501516018380407,25.85447550933521,29.168117287081152,24.90510337120845,28.76433886882632,34.30383685634125
2007-07-14,25.735961022180003,28.909676589675836,26.185302349584983,26.770683844352074,26.49737150342701,24.759361784689045,29.560896736939902,22.36029263650309,27.32254907188982,32.186023352288835
2007-07-21,27.216033730601787,32.964987387923365,27.783620388741216,27.942824799982997,30.79033860207195,29.300141697095142,26.675163904504547,21.389051075130048,27.351320425673684,32.42758724726252
2007-07-28,25.929120117345317,31.741194838335208,28.500727346519664,20.49965817915232,30.231073467019822,27.529052126241105,27.9452017674696,21.858806835677694,25.706404890664523,29.806472813782594
2007-08-04,28.28944416915586,29.725149875547825,28.5603857470282,22.961758129763343,28.16733449193273,29.463869040757977,30.556385209564173,23.45930143656914,27.9164007839808,33.553000892373184
2007-08-11,30.87011021866408,29.40755240915792,29.33954004108917,27.377425918947058,26.553930272149195,32.227485752800185,31.490970234282845,19.77717213634393,27.624525272744183,30.896666069302672
2007-08-18,29.12882115478552,29.98024241829488,29.66389657038943,26.13819369868028,26.30829934450469,30.79331756061476,31.02607021334273,22.903436764467425,25.91785458495924,33.37864767081184
2007-08-25,28.142856293628277,28.98817077040963,30.59006371948861,23.97608291720142,25.680948260288368,27.36892727371941,30.265287204452303,24.17673562659338,23.69294500707096,32.65544708223592
2007-09-01,26.00724578558197,26.849832704513226,30.58520838935264,24.552443911279088,27.04626580327143,28.71689196217022,28.67335450506555,23.74477761103964,25.605784922689207,28.993859098719263
2007-09-08,29.05601809193128,27.92171466129015,28.3587401414218,28.400492177958597,29.346042558703424,30.61959854527397,30.292653304857684,24.548963511227527,27.283574508197383,30.43152715038587
2007-09-15,30.7568862716669,30.467285141669127,30.003775470893824,28.23945335921851,31.733688995073404,34.779985729237204,30.589052249822497,25.44610800261882,28.682856099793124,28.477265657983622
2007-09-22,29.596087022057223,29.418544287656925,24.196733063052687,22.595555663331147,30.07256215150412,34.53668573689292,29.96655329160987,23.73752706705935,23.88706961045232,30.439740729977505
2007-09-29,28.535546890195885,28.657201511116984,28.01703205091221,26.20989860446526,31.557165953468232,31.681702283156817,30.90407711661035,26.830181963398697,28.49943715756271,27.07960053462795
2007-10-06,27.06018350398509,30.72889320289061,28.81757093715271,27.90698103705938,32.47637993736887,29.559011310991814,30.95318507669605,26.01997463567768,28.151124399002786,25.56212080257317
2007-10-13,28.18978145927158,27.473170124511903,28.397880661924745,25.10793670219285,27.523582602442424,27.043241648346093,29.90884816463053,24.92697133174117,27.61952371599109,26.49241932945004
