value,LastDayWeek
0.44036227874427447,2007-01-06
0.0743969047143722,2007-01-13
0.15156067766728756,2007-01-20
0.41302735446538524,2007-01-27
0.11526260822903368,2007-02-03
0.012396597845806058,2007-02-10
0.1433503935221178,2007-02-17
1.062574433567702,2007-02-24
0.20623051494334949,2007-03-03
2.4624441616672743,2007-03-10
0.30731146982386065,2007-03-17
0.8917482672718944,2007-03-24
5.2160346402989495,2007-03-31
9.51854456967346,2007-04-07
8.587311372848491,2007-04-14
3.9337243788401293,2007-04-21
5.190137230208747,2007-04-28
4.919648231802399,2007-05-05
4.875053643049453,2007-05-12
6.963529135780399,2007-05-19
8.44842381768005,2007-05-26
5.455457100741883,2007-06-02
10.196786207965252,2007-06-09
4.882916310594995,2007-06-16
10.544477224202897,2007-06-23
10.971884871589314,2007-06-30
7.435818990986562,2007-07-07
6.134442149154301,2007-07-14
5.641403272007194,2007-07-21
3.899108582488975,2007-07-28
8.20040186528162,2007-08-04
8.309385812575654,2007-08-11
5.963246976481748,2007-08-18
8.705138745044849,2007-08-25
8.338255764308597,2007-09-01
7.57258209098289,2007-09-08
6.883028370223579,2007-09-15
3.4297040419449387,2007-09-22
7.29442570578413,2007-09-29
5.379236238156705,2007-10-06
9.323346012380393,2007-10-13
4.55263297964322,2007-10-20
3.243925691992738,2007-10-27
2.763660998459136,2007-11-03
2.9611886500677236,2007-11-10
1.415863665790965,2007-11-17
2.657622788709073,2007-11-24
1.2828126986153634,2007-12-01
1.4981730808287472,2007-12-08
1.7738364607266874,2007-12-15
3.14086734393636,2007-12-22
5.272302345000698,2007-12-29
0.8783236125224159,2008-01-05
0.8696020734001078,2008-01-12
0.7910169616021238,2008-01-19
1.046956215544963,2008-01-26
0.0,2008-02-02
0.0,2008-02-09
2.45886508025186,2008-02-16
2.527075927523967,2008-02-23
0.015410594302976257,2008-03-01
1.1942796044617787,2008-03-08
1.1984843857577325,2008-03-15
0.7114215993617012,2008-03-22
2.462112568370549,2008-03-29
0.34972593826289416,2008-04-05
2.3993032296642283,2008-04-12
1.4349278297246617,2008-04-19
4.2086927025310725,2008-04-26
7.337791086422421,2008-05-03
5.277064582887987,2008-05-10
5.21637939881627,2008-05-17
10.318433586666478,2008-05-24
7.7114363859525215,2008-05-31
6.600859648650373,2008-06-07
4.009031923370983,2008-06-14
6.091576150195381,2008-06-21
10.054618169640518,2008-06-28
7.106254317315626,2008-07-05
5.272738828892514,2008-07-12
3.642445798350953,2008-07-19
4.818388096499635,2008-07-26
6.9822431180348685,2008-08-02
3.4055534512746766,2008-08-09
5.639739868606021,2008-08-16
6.893027282331365,2008-08-23
7.611114991321943,2008-08-30
3.194480697201183,2008-09-06
6.805070313281081,2008-09-13
4.603319535217571,2008-09-20
8.58396682071711,2008-09-27
6.062082327683974,2008-10-04
11.834927546637376,2008-10-11
5.324654067351476,2008-10-18
4.732245401293591,2008-10-25
3.1379959697296025,2008-11-01
4.082142636864141,2008-11-08
0.9689048143125509,2008-11-15
1.893272323940754,2008-11-22
13.0157618034532,2008-11-29
1.3363851433505047,2008-12-06
3.371428614488426,2008-12-13
0.0,2008-12-20
0.007671750159417157,2008-12-27
0.03047473527683637,2009-01-03
1.3471802436982743,2009-01-10
0.35185443640097025,2009-01-17
1.6653795011485375,2009-01-24
1.592245555716748,2009-01-31
1.0833644364461317,2009-02-07
0.12415396915329295,2009-02-14
1.168207062557397,2009-02-21
0.5077119336454613,2009-02-28
2.606734064814343,2009-03-07
0.11612764609613675,2009-03-14
0.12406365096697539,2009-03-21
1.023796866172699,2009-03-28
1.4292378852106842,2009-04-04
0.4439436751026276,2009-04-11
1.7724025290396574,2009-04-18
5.697956148167528,2009-04-25
3.0646348620245205,2009-05-02
7.487728924185011,2009-05-09
5.8782240673112245,2009-05-16
6.742824950638649,2009-05-23
4.77459364625639,2009-05-30
3.5825692210478346,2009-06-06
14.078437383707259,2009-06-13
2.8298254486650642,2009-06-20
4.205901042152409,2009-06-27
7.465736010707343,2009-07-04
6.702098406204176,2009-07-11
4.171438562146447,2009-07-18
5.6403656250677825,2009-07-25
7.555189632651006,2009-08-01
5.656666219702934,2009-08-08
7.181540798196179,2009-08-15
3.5366472395229414,2009-08-22
4.13758594756756,2009-08-29
3.2805453495050605,2009-09-05
7.389433609129897,2009-09-12
6.772297333955925,2009-09-19
4.466851729248975,2009-09-26
3.537823207236887,2009-10-03
2.9038213409797455,2009-10-10
4.2150629758898,2009-10-17
5.4033294913319745,2009-10-24
5.083208229429099,2009-10-31
5.801750949908289,2009-11-07
2.624187110766433,2009-11-14
2.003143978783274,2009-11-21
2.245502885841623,2009-11-28
0.10757209748989145,2009-12-05
0.6747248105959659,2009-12-12
2.0604806961479896,2009-12-19
1.2966455915209278,2009-12-26
0.0755357818988905,2010-01-02
0.0,2010-01-09
0.116926035295009,2010-01-16
0.0,2010-01-23
1.067557262483572,2010-01-30
0.0839556701157349,2010-02-06
0.0,2010-02-13
0.0,2010-02-20
2.538451881426212,2010-02-27
3.9527690147677492,2010-03-06
1.1313907391213864,2010-03-13
1.5633405622030636,2010-03-20
0.7777080426168965,2010-03-27
3.5750121914763033,2010-04-03
4.678587043650022,2010-04-10
5.538823544836421,2010-04-17
2.2219025219174653,2010-04-24
2.3931882795909023,2010-05-01
4.4251532771310504,2010-05-08
6.68746570919637,2010-05-15
5.105930577759262,2010-05-22
6.509113043613829,2010-05-29
