value,LastDayWeek
1.1934342286806305,2007-01-06
1.4334760097150436,2007-01-13
0.9666422569816325,2007-01-20
3.3486547132028575,2007-01-27
0.4463399687691127,2007-02-03
1.1434304149482706,2007-02-10
4.408630368794701,2007-02-17
0.07586666199717913,2007-02-24
1.093088780855815,2007-03-03
7.658747835194492,2007-03-10
2.072478170427603,2007-03-17
3.6202911755764404,2007-03-24
8.234946446256101,2007-03-31
5.555497464557768,2007-04-07
2.026293665852106,2007-04-14
6.022424658080995,2007-04-21
0.22462925778074375,2007-04-28
1.7015205106065754,2007-05-05
2.8572672015277876,2007-05-12
4.558296877643155,2007-05-19
5.482065624494242,2007-05-26
4.113565771796606,2007-06-02
3.144814623031204,2007-06-09
0.0,2007-06-16
1.564362041597845,2007-06-23
2.0799624977390865,2007-06-30
1.0435641576139874,2007-07-07
3.672863628568987,2007-07-14
0.4243483866692814,2007-07-21
3.4128106724850062,2007-07-28
2.7902400339341553,2007-08-04
2.0167531734872184,2007-08-11
2.2066773633539003,2007-08-18
3.905116290294156,2007-08-25
4.9312848015715485,2007-09-01
2.8215984898314366,2007-09-08
2.9586756310691165,2007-09-15
2.1109465496400337,2007-09-22
2.8885968928115515,2007-09-29
4.7112003215788105,2007-10-06
2.303093838642124,2007-10-13
8.242383296182382,2007-10-20
4.614122959412462,2007-10-27
2.2129934263278175,2007-11-03
5.989149991215735,2007-11-10
2.7960071235636144,2007-11-17
2.6807180493464777,2007-11-24
0.0,2007-12-01
0.0,2007-12-08
0.3611580375864089,2007-12-15
1.7601251424746664,2007-12-22
3.0144918199052677,2007-12-29
0.15994481247567935,2008-01-05
2.7729392346515866,2008-01-12
1.6399688163459907,2008-01-19
4.1797178849732655,2008-01-26
0.08960062370127932,2008-02-02
0.295293250646918,2008-02-09
6.076353511924275,2008-02-16
5.94283460673971,2008-02-23
5.209594130557247,2008-03-01
0.0,2008-03-08
2.358262249845436,2008-03-15
3.0327642513756072,2008-03-22
5.567879060614923,2008-03-29
10.695798607025269,2008-04-05
3.0019039004658135,2008-04-12
0.7563657630729347,2008-04-19
3.5046045889779154,2008-04-26
5.371826131353307,2008-05-03
3.8733693535479135,2008-05-10
1.5159006920511033,2008-05-17
4.883105170200046,2008-05-24
9.656959219278333,2008-05-31
1.4527525064717133,2008-06-07
0.9505719761317072,2008-06-14
1.0754326962821241,2008-06-21
3.1204408122185323,2008-06-28
3.5451978112219664,2008-07-05
1.654502056320511,2008-07-12
3.5143558533992203,2008-07-19
1.8843381463301125,2008-07-26
2.3156985209007415,2008-08-02
2.0701837421735885,2008-08-09
1.7092053852167293,2008-08-16
1.97441671201349,2008-08-23
6.440058750717864,2008-08-30
2.8056147239118943,2008-09-06
1.7809641662545534,2008-09-13
4.0921641456509334,2008-09-20
2.402021283145907,2008-09-27
3.7937198383847592,2008-10-04
6.944781954239967,2008-10-11
5.662807511096649,2008-10-18
0.060058949485312256,2008-10-25
2.65573364297532,2008-11-01
2.361193422651664,2008-11-08
6.81046277821028,2008-11-15
1.6155880349870182,2008-11-22
12.079281510203064,2008-11-29
0.3950644365236166,2008-12-06
1.4937299237274004,2008-12-13
0.06752755481097163,2008-12-20
1.2028144467082715,2008-12-27
0.6435659051643307,2009-01-03
0.0,2009-01-10
3.822640022326529,2009-01-17
0.00011379959706442421,2009-01-24
5.053240434055698,2009-01-31
0.05812607244938278,2009-02-07
5.471039235076196,2009-02-14
3.663079942161186,2009-02-21
3.1499465422894346,2009-02-28
5.607885846891802,2009-03-07
2.2288265918545482,2009-03-14
5.850255401380856,2009-03-21
8.369695493394104,2009-03-28
1.494458851239927,2009-04-04
3.4494266474552506,2009-04-11
2.1757389445843245,2009-04-18
5.633299150105787,2009-04-25
7.120934065403788,2009-05-02
3.07660965452006,2009-05-09
3.4703951859954967,2009-05-16
4.212914744492822,2009-05-23
1.7170840472003748,2009-05-30
2.4713452836288634,2009-06-06
6.440259157682506,2009-06-13
1.68472949060693,2009-06-20
3.0798192874629984,2009-06-27
1.7857065694222702,2009-07-04
1.4849014724933196,2009-07-11
0.7141195160358474,2009-07-18
2.35110930931716,2009-07-25
2.3805916077384457,2009-08-01
3.505602522421988,2009-08-08
3.0939656480903635,2009-08-15
5.932398926640729,2009-08-22
1.0154599728873388,2009-08-29
1.7021305353708331,2009-09-05
1.246499588615568,2009-09-12
2.2013452548200902,2009-09-19
0.7153134623335813,2009-09-26
3.8559700071170857,2009-10-03
2.5665147759859885,2009-10-10
3.2966369348727054,2009-10-17
9.127592542797816,2009-10-24
7.330076141955328,2009-10-31
11.606770835810106,2009-11-07
