value,date
27.17837820374761,2007-01-01
29.099703142523655,2007-01-02
,2007-01-03
22.488247261345887,2007-01-04
,2007-01-05
29.993026120799392,2007-01-06
27.423474025974052,2007-01-07
29.526994617224897,2007-01-08
25.70558698727019,2007-01-09
,2007-01-10
24.037949798368906,2007-01-11
,2007-01-12
32.35507843137258,2007-01-13
,2007-01-14
30.23012924010566,2007-01-15
28.311604690634187,2007-01-16
,2007-01-17
22.938247639034657,2007-01-18
,2007-01-19
,2007-01-20
,2007-01-21
25.31158957534312,2007-01-22
,2007-01-23
29.918816334211545,2007-01-24
,2007-01-25
,2007-01-26
30.102034999678352,2007-01-27
,2007-01-28
25.219786430960355,2007-01-29
,2007-01-30
29.05601472525771,2007-01-31
23.574526408644893,2007-02-01
25.64736533621318,2007-02-02
25.927212281721694,2007-02-03
26.018813330717595,2007-02-04
25.826231898565272,2007-02-05
,2007-02-06
26.612742370770224,2007-02-07
15.793776044238209,2007-02-08
32.440007532956706,2007-02-09
31.09510435427483,2007-02-10
26.66956374112566,2007-02-11
20.063901400477512,2007-02-12
,2007-02-13
,2007-02-14
,2007-02-15
26.813388517083517,2007-02-16
21.971263157894764,2007-02-17
,2007-02-18
,2007-02-19
,2007-02-20
26.868690126359105,2007-02-21
,2007-02-22
26.50586224591149,2007-02-23
31.146089193825087,2007-02-24
30.65185781827564,2007-02-25
30.604090853133112,2007-02-26
25.305344461179807,2007-02-27
27.013132748253835,2007-02-28
,2007-03-01
26.89920368009378,2007-03-02
22.886604108546795,2007-03-03
,2007-03-04
,2007-03-05
31.292046231009675,2007-03-06
33.7234468168848,2007-03-07
,2007-03-08
24.73995795173092,2007-03-09
,2007-03-10
33.27077472734114,2007-03-11
,2007-03-12
33.68951386463646,2007-03-13
,2007-03-14
27.430000000000007,2007-03-15
33.0916109045849,2007-03-16
,2007-03-17
,2007-03-18
,2007-03-19
31.98296257495042,2007-03-20
,2007-03-21
,2007-03-22
,2007-03-23
,2007-03-24
,2007-03-25
,2007-03-26
,2007-03-27
,2007-03-28
,2007-03-29
,2007-03-30
,2007-03-31
29.122799194597107,2007-04-01
,2007-04-02
29.91711570920788,2007-04-03
,2007-04-04
,2007-04-05
,2007-04-06
,2007-04-07
,2007-04-08
,2007-04-09
,2007-04-10
,2007-04-11
30.55959556401438,2007-04-12
,2007-04-13
,2007-04-14
21.497413249211384,2007-04-15
,2007-04-16
35.059453587886786,2007-04-17
,2007-04-18
,2007-04-19
,2007-04-20
,2007-04-21
,2007-04-22
,2007-04-23
,2007-04-24
,2007-04-25
,2007-04-26
,2007-04-27
,2007-04-28
,2007-04-29
28.838670589690576,2007-04-30
,2007-05-01
27.170000000000016,2007-05-02
20.865725947521906,2007-05-03
,2007-05-04
30.596582411182325,2007-05-05
,2007-05-06
,2007-05-07
,2007-05-08
,2007-05-09
,2007-05-10
,2007-05-11
,2007-05-12
,2007-05-13
29.493424438562982,2007-05-14
,2007-05-15
,2007-05-16
,2007-05-17
,2007-05-18
,2007-05-19
,2007-05-20
,2007-05-21
,2007-05-22
,2007-05-23
26.716044685990372,2007-05-24
,2007-05-25
,2007-05-26
