value,date
29.275595882045028,2007-01-01
33.290521664010306,2007-01-02
28.682958289121384,2007-01-03
33.914103053840144,2007-01-04
,2007-01-05
31.43256977329976,2007-01-06
29.74405701847895,2007-01-07
31.9395684786911,2007-01-08
31.341812685240093,2007-01-09
,2007-01-10
33.86072246417586,2007-01-11
,2007-01-12
35.65098724502971,2007-01-13
29.61131303142082,2007-01-14
34.51576123406209,2007-01-15
32.07536265839967,2007-01-16
,2007-01-17
33.00096659351378,2007-01-18
29.921958762886614,2007-01-19
33.60333020731975,2007-01-20
,2007-01-21
34.946723312807485,2007-01-22
27.694759793052505,2007-01-23
33.654151316495565,2007-01-24
33.11268269958654,2007-01-25
,2007-01-26
29.829039677975878,2007-01-27
,2007-01-28
32.92479218764163,2007-01-29
,2007-01-30
32.73705691890508,2007-01-31
33.29646675539657,2007-02-01
30.668796550349082,2007-02-02
33.78364659948787,2007-02-03
,2007-02-04
36.83945933410126,2007-02-05
,2007-02-06
34.20653652130822,2007-02-07
,2007-02-08
36.719621193958304,2007-02-09
,2007-02-10
,2007-02-11
33.3801302899803,2007-02-12
,2007-02-13
36.030976851558414,2007-02-14
,2007-02-15
35.34796610169496,2007-02-16
,2007-02-17
,2007-02-18
,2007-02-19
,2007-02-20
38.74169992404692,2007-02-21
,2007-02-22
37.02776589145716,2007-02-23
,2007-02-24
37.86464220394551,2007-02-25
,2007-02-26
,2007-02-27
34.717567746725386,2007-02-28
,2007-03-01
,2007-03-02
,2007-03-03
,2007-03-04
,2007-03-05
,2007-03-06
,2007-03-07
,2007-03-08
,2007-03-09
,2007-03-10
,2007-03-11
,2007-03-12
34.534631578947405,2007-03-13
,2007-03-14
,2007-03-15
,2007-03-16
,2007-03-17
,2007-03-18
,2007-03-19
,2007-03-20
,2007-03-21
,2007-03-22
35.751779372874985,2007-03-23
,2007-03-24
36.036665712855026,2007-03-25
,2007-03-26
38.517617058443804,2007-03-27
,2007-03-28
,2007-03-29
,2007-03-30
,2007-03-31
,2007-04-01
,2007-04-02
,2007-04-03
,2007-04-04
,2007-04-05
,2007-04-06
,2007-04-07
,2007-04-08
,2007-04-09
32.56623128237171,2007-04-10
,2007-04-11
33.89401226206604,2007-04-12
,2007-04-13
,2007-04-14
,2007-04-15
,2007-04-16
,2007-04-17
,2007-04-18
29.77684210526319,2007-04-19
,2007-04-20
32.204738955823316,2007-04-21
,2007-04-22
30.765000000000025,2007-04-23
,2007-04-24
,2007-04-25
30.86680451486208,2007-04-26
,2007-04-27
30.794400000000028,2007-04-28
,2007-04-29
29.618082191780847,2007-04-30
,2007-05-01
