value,date
32.0254690723452,2007-01-01
33.55540718206931,2007-01-02
30.356678502508686,2007-01-03
33.92473897688732,2007-01-04
,2007-01-05
31.734258153756578,2007-01-06
30.81025595300538,2007-01-07
33.2238242595895,2007-01-08
31.901054232665494,2007-01-09
31.836236174365666,2007-01-10
32.093083324591795,2007-01-11
,2007-01-12
32.97207489772373,2007-01-13
28.02020496677161,2007-01-14
33.46674044547012,2007-01-15
31.18487814259242,2007-01-16
30.945994955156962,2007-01-17
32.55192594146651,2007-01-18
30.70607231737669,2007-01-19
34.39009510822059,2007-01-20
,2007-01-21
33.84188083499425,2007-01-22
30.628097835588687,2007-01-23
34.47657155844611,2007-01-24
35.12796356515964,2007-01-25
,2007-01-26
31.640481023515143,2007-01-27
,2007-01-28
31.790958320884386,2007-01-29
26.364135551229896,2007-01-30
33.65604916255816,2007-01-31
32.433623203608526,2007-02-01
34.899034581628754,2007-02-02
36.10129340186722,2007-02-03
27.14291566265063,2007-02-04
36.323755725724695,2007-02-05
,2007-02-06
35.643699779712605,2007-02-07
33.448858002028075,2007-02-08
33.805366851462445,2007-02-09
32.423325640756694,2007-02-10
31.380942822384466,2007-02-11
36.713899437043274,2007-02-12
,2007-02-13
33.916897722130045,2007-02-14
25.92891602542658,2007-02-15
35.67683170740239,2007-02-16
35.31753452917937,2007-02-17
,2007-02-18
34.18376201965106,2007-02-19
33.096761075562114,2007-02-20
35.99710514353652,2007-02-21
,2007-02-22
36.80696702681914,2007-02-23
32.44787195356484,2007-02-24
36.06023462358825,2007-02-25
36.30058078953811,2007-02-26
34.422309521311945,2007-02-27
37.2245368719186,2007-02-28
,2007-03-01
37.604564844924674,2007-03-02
31.955229258430222,2007-03-03
36.51014266233089,2007-03-04
32.13602663865947,2007-03-05
32.87761009647905,2007-03-06
34.63910171684326,2007-03-07
,2007-03-08
35.739641964143246,2007-03-09
,2007-03-10
33.91016923668662,2007-03-11
30.988070410979365,2007-03-12
36.3993234029162,2007-03-13
32.611989554837145,2007-03-14
,2007-03-15
36.25902858758261,2007-03-16
,2007-03-17
,2007-03-18
28.18830306595105,2007-03-19
36.67297118631891,2007-03-20
28.710000000000036,2007-03-21
,2007-03-22
,2007-03-23
,2007-03-24
35.31401515151518,2007-03-25
,2007-03-26
38.17495057785893,2007-03-27
,2007-03-28
,2007-03-29
35.55127436281862,2007-03-30
,2007-03-31
36.37886326076022,2007-04-01
,2007-04-02
,2007-04-03
,2007-04-04
,2007-04-05
,2007-04-06
,2007-04-07
,2007-04-08
,2007-04-09
38.863317307692334,2007-04-10
,2007-04-11
36.02009779065557,2007-04-12
28.011744680851088,2007-04-13
37.07897643213491,2007-04-14
32.50203864734304,2007-04-15
35.49158972300283,2007-04-16
,2007-04-17
,2007-04-18
31.870000000000005,2007-04-19
,2007-04-20
,2007-04-21
,2007-04-22
30.756142278773904,2007-04-23
,2007-04-24
,2007-04-25
,2007-04-26
,2007-04-27
29.85634146341468,2007-04-28
,2007-04-29
,2007-04-30
,2007-05-01
,2007-05-02
,2007-05-03
,2007-05-04
,2007-05-05
,2007-05-06
,2007-05-07
,2007-05-08
,2007-05-09
,2007-05-10
,2007-05-11
33.870000000000005,2007-05-12
,2007-05-13
32.23000000000002,2007-05-14
28.010418535127087,2007-05-15
32.170000000000016,2007-05-16
,2007-05-17
,2007-05-18
,2007-05-19
,2007-05-20
,2007-05-21
,2007-05-22
,2007-05-23
,2007-05-24
,2007-05-25
,2007-05-26
,2007-05-27
28.345090377001238,2007-05-28
,2007-05-29
,2007-05-30
,2007-05-31
,2007-06-01
29.074659034345473,2007-06-02
,2007-06-03
30.932175849554646,2007-06-04
,2007-06-05
33.959122312301744,2007-06-06
,2007-06-07
38.31,2007-06-08
,2007-06-09
,2007-06-10
,2007-06-11
,2007-06-12
28.88542104562992,2007-06-13
,2007-06-14
,2007-06-15
26.474106844741264,2007-06-16
32.89047528517114,2007-06-17
32.813185426063875,2007-06-18
30.917126084737134,2007-06-19
,2007-06-20
,2007-06-21
,2007-06-22
27.04887758494585,2007-06-23
,2007-06-24
29.004695222405296,2007-06-25
,2007-06-26
,2007-06-27
30.33697722567292,2007-06-28
,2007-06-29
,2007-06-30
37.39977324867953,2007-07-01
35.73219209996826,2007-07-02
36.35876298394714,2007-07-03
31.277581335854553,2007-07-04
32.58174127755253,2007-07-05
,2007-07-06
,2007-07-07
,2007-07-08
,2007-07-09
34.195065770834184,2007-07-10
32.571874166888854,2007-07-11
31.658762623460255,2007-07-12
32.75973650107995,2007-07-13
27.33991735537191,2007-07-14
,2007-07-15
,2007-07-16
34.691656050955444,2007-07-17
27.075520737327228,2007-07-18
34.96050331858411,2007-07-19
,2007-07-20
,2007-07-21
,2007-07-22
,2007-07-23
33.27335389905941,2007-07-24
,2007-07-25
22.111694915254258,2007-07-26
,2007-07-27
,2007-07-28
35.22218434210989,2007-07-29
30.875962774957724,2007-07-30
,2007-07-31
,2007-08-01
35.817960885318925,2007-08-02
,2007-08-03
,2007-08-04
30.44301369863017,2007-08-05
,2007-08-06
,2007-08-07
,2007-08-08
,2007-08-09
,2007-08-10
,2007-08-11
,2007-08-12
31.501535896865995,2007-08-13
,2007-08-14
,2007-08-15
36.150000000000034,2007-08-16
,2007-08-17
,2007-08-18
,2007-08-19
31.22518710420267,2007-08-20
,2007-08-21
,2007-08-22
33.17168405573842,2007-08-23
,2007-08-24
,2007-08-25
,2007-08-26
32.9351096479295,2007-08-27
32.55468837824438,2007-08-28
,2007-08-29
,2007-08-30
21.55000000000001,2007-08-31
,2007-09-01
,2007-09-02
35.96826086956524,2007-09-03
,2007-09-04
,2007-09-05
29.971679292929316,2007-09-06
,2007-09-07
,2007-09-08
,2007-09-09
22.410000000000025,2007-09-10
28.85355892204631,2007-09-11
35.5200528323012,2007-09-12
28.50566808813081,2007-09-13
,2007-09-14
,2007-09-15
,2007-09-16
29.355072028811545,2007-09-17
,2007-09-18
,2007-09-19
