value,date
30.119787710567778,2007-01-01
26.474232210072703,2007-01-02
28.819522209212174,2007-01-03
30.073437148181707,2007-01-04
26.418592291478497,2007-01-05
30.391947280130164,2007-01-06
,2007-01-07
28.775934312788905,2007-01-08
,2007-01-09
25.97351213542732,2007-01-10
,2007-01-11
,2007-01-12
,2007-01-13
,2007-01-14
,2007-01-15
20.956922540125635,2007-01-16
,2007-01-17
,2007-01-18
,2007-01-19
27.47598843983465,2007-01-20
,2007-01-21
29.060886918510835,2007-01-22
,2007-01-23
31.05685091079314,2007-01-24
25.99256395225289,2007-01-25
,2007-01-26
25.191814808603468,2007-01-27
29.44222156792465,2007-01-28
31.754801513920192,2007-01-29
,2007-01-30
31.948788092649263,2007-01-31
30.012319335618187,2007-02-01
33.55754599551483,2007-02-02
31.6167682933866,2007-02-03
30.449129344719207,2007-02-04
31.931305881444285,2007-02-05
30.319546622489725,2007-02-06
30.206675935054253,2007-02-07
,2007-02-08
31.098899452296443,2007-02-09
28.72799897742258,2007-02-10
32.174669118162406,2007-02-11
29.748765879693508,2007-02-12
29.88277609620421,2007-02-13
32.256532904836966,2007-02-14
,2007-02-15
30.369537473399898,2007-02-16
26.402320332420494,2007-02-17
32.56296590007934,2007-02-18
,2007-02-19
28.138156648288472,2007-02-20
27.65961525231457,2007-02-21
26.55107162041187,2007-02-22
32.57358255343867,2007-02-23
,2007-02-24
,2007-02-25
28.10132127664523,2007-02-26
31.92158264143778,2007-02-27
32.98255509268345,2007-02-28
32.099285254346405,2007-03-01
29.37471460617091,2007-03-02
,2007-03-03
29.78014058405651,2007-03-04
24.580070012195687,2007-03-05
31.3720473300782,2007-03-06
30.898165980773342,2007-03-07
,2007-03-08
,2007-03-09
,2007-03-10
30.41482990264759,2007-03-11
,2007-03-12
,2007-03-13
,2007-03-14
,2007-03-15
,2007-03-16
,2007-03-17
,2007-03-18
,2007-03-19
31.750263825922545,2007-03-20
,2007-03-21
,2007-03-22
,2007-03-23
,2007-03-24
,2007-03-25
,2007-03-26
,2007-03-27
,2007-03-28
,2007-03-29
,2007-03-30
,2007-03-31
24.88000000000002,2007-04-01
,2007-04-02
,2007-04-03
,2007-04-04
30.343419962070715,2007-04-05
,2007-04-06
,2007-04-07
,2007-04-08
,2007-04-09
27.92257486121065,2007-04-10
23.486305385139776,2007-04-11
31.992084334102717,2007-04-12
,2007-04-13
,2007-04-14
,2007-04-15
,2007-04-16
,2007-04-17
,2007-04-18
,2007-04-19
,2007-04-20
31.11162433494576,2007-04-21
,2007-04-22
31.7717363242672,2007-04-23
,2007-04-24
,2007-04-25
25.20960039092196,2007-04-26
16.64144628099177,2007-04-27
29.336144007127185,2007-04-28
,2007-04-29
29.35135918811165,2007-04-30
,2007-05-01
30.61384210672831,2007-05-02
26.350085124494615,2007-05-03
,2007-05-04
32.163307255720845,2007-05-05
,2007-05-06
,2007-05-07
,2007-05-08
31.871345780818537,2007-05-09
,2007-05-10
29.274252832139933,2007-05-11
28.30547698985701,2007-05-12
,2007-05-13
,2007-05-14
,2007-05-15
,2007-05-16
,2007-05-17
,2007-05-18
,2007-05-19
,2007-05-20
28.110000000000014,2007-05-21
,2007-05-22
,2007-05-23
,2007-05-24
,2007-05-25
,2007-05-26
27.464785099024088,2007-05-27
26.885817005864137,2007-05-28
,2007-05-29
,2007-05-30
,2007-05-31
29.900869877629276,2007-06-01
,2007-06-02
,2007-06-03
29.905667827533115,2007-06-04
28.94827259111336,2007-06-05
,2007-06-06
,2007-06-07
31.61075883672226,2007-06-08
,2007-06-09
,2007-06-10
30.31314127868544,2007-06-11
32.4286627739248,2007-06-12
32.763587823257225,2007-06-13
,2007-06-14
30.876521060842467,2007-06-15
,2007-06-16
33.47160728463268,2007-06-17
,2007-06-18
30.022801204819327,2007-06-19
,2007-06-20
18.610000000000014,2007-06-21
30.54951821636209,2007-06-22
,2007-06-23
30.916153167349535,2007-06-24
,2007-06-25
28.292080080815524,2007-06-26
27.06785356557198,2007-06-27
28.22650573620081,2007-06-28
28.950875576612965,2007-06-29
,2007-06-30
31.764826912557673,2007-07-01
,2007-07-02
33.9154018012,2007-07-03
30.44256605564454,2007-07-04
31.5448625684461,2007-07-05
27.748720661628425,2007-07-06
,2007-07-07
29.22010424242427,2007-07-08
,2007-07-09
,2007-07-10
26.168322215006814,2007-07-11
29.524785964555964,2007-07-12
,2007-07-13
31.535802844023152,2007-07-14
,2007-07-15
,2007-07-16
32.44251951862647,2007-07-17
,2007-07-18
34.35523910803509,2007-07-19
,2007-07-20
,2007-07-21
,2007-07-22
,2007-07-23
,2007-07-24
,2007-07-25
32.22471230478648,2007-07-26
28.111049580788777,2007-07-27
,2007-07-28
,2007-07-29
29.274348733467292,2007-07-30
,2007-07-31
,2007-08-01
30.33088178931234,2007-08-02
,2007-08-03
,2007-08-04
,2007-08-05
29.84200713683512,2007-08-06
26.419460219046538,2007-08-07
27.83319964042538,2007-08-08
,2007-08-09
,2007-08-10
,2007-08-11
,2007-08-12
33.28130396272439,2007-08-13
,2007-08-14
28.025334013258572,2007-08-15
,2007-08-16
28.274227046460222,2007-08-17
30.920480586195218,2007-08-18
,2007-08-19
,2007-08-20
,2007-08-21
31.049089228465164,2007-08-22
28.090973373828472,2007-08-23
,2007-08-24
24.518194254445987,2007-08-25
,2007-08-26
28.381103908340584,2007-08-27
29.343635840415423,2007-08-28
24.820000000000025,2007-08-29
,2007-08-30
,2007-08-31
,2007-09-01
27.816293400962138,2007-09-02
,2007-09-03
,2007-09-04
,2007-09-05
27.700374379150176,2007-09-06
31.452063594651346,2007-09-07
25.208269584098918,2007-09-08
,2007-09-09
32.04241839066072,2007-09-10
,2007-09-11
,2007-09-12
,2007-09-13
29.79666049953748,2007-09-14
,2007-09-15
,2007-09-16
30.299249058079656,2007-09-17
27.29882812063417,2007-09-18
,2007-09-19
,2007-09-20
31.73475073373765,2007-09-21
27.515448467966618,2007-09-22
21.969759569756437,2007-09-23
29.461493018435274,2007-09-24
,2007-09-25
,2007-09-26
,2007-09-27
30.167427237011765,2007-09-28
,2007-09-29
28.94927350187792,2007-09-30
,2007-10-01
,2007-10-02
31.937782593299666,2007-10-03
31.29024790755867,2007-10-04
32.64483727031093,2007-10-05
,2007-10-06
26.14127283370812,2007-10-07
28.837546038214626,2007-10-08
,2007-10-09
,2007-10-10
26.353521767381444,2007-10-11
,2007-10-12
,2007-10-13
29.435260659301655,2007-10-14
26.927616882422175,2007-10-15
,2007-10-16
28.188628946374006,2007-10-17
,2007-10-18
24.356936325678525,2007-10-19
,2007-10-20
28.787342721139503,2007-10-21
,2007-10-22
31.609161651299893,2007-10-23
,2007-10-24
28.568159045787343,2007-10-25
27.30465816276087,2007-10-26
25.784719175366753,2007-10-27
22.75700545702595,2007-10-28
,2007-10-29
,2007-10-30
,2007-10-31
28.45220150262786,2007-11-01
,2007-11-02
26.22901386748848,2007-11-03
,2007-11-04
,2007-11-05
26.706994373401564,2007-11-06
,2007-11-07
23.08183765501695,2007-11-08
,2007-11-09
28.511761391894204,2007-11-10
27.674503754080895,2007-11-11
26.189998730320003,2007-11-12
26.049440715883684,2007-11-13
,2007-11-14
30.756940859109502,2007-11-15
26.47175389615805,2007-11-16
,2007-11-17
27.64976071958783,2007-11-18
30.436203774109284,2007-11-19
29.932885180297166,2007-11-20
,2007-11-21
26.33972898120675,2007-11-22
,2007-11-23
23.646725109580494,2007-11-24
,2007-11-25
28.212202619772537,2007-11-26
26.22452118369182,2007-11-27
,2007-11-28
,2007-11-29
,2007-11-30
27.23918372644079,2007-12-01
21.29166666666671,2007-12-02
27.521389558662367,2007-12-03
24.959147543169564,2007-12-04
,2007-12-05
,2007-12-06
,2007-12-07
,2007-12-08
,2007-12-09
27.65872206936699,2007-12-10
22.13409956819916,2007-12-11
27.25750947909513,2007-12-12
,2007-12-13
,2007-12-14
24.29000000000002,2007-12-15
,2007-12-16
,2007-12-17
,2007-12-18
27.442542077190424,2007-12-19
24.0566652863473,2007-12-20
,2007-12-21
26.835074441205094,2007-12-22
,2007-12-23
27.12635715625589,2007-12-24
,2007-12-25
27.51328765148532,2007-12-26
23.770631337725593,2007-12-27
24.769535531008124,2007-12-28
25.759815989847777,2007-12-29
16.972407566638022,2007-12-30
29.326453285122245,2007-12-31
,2008-01-01
29.163735039837302,2008-01-02
23.960961839224336,2008-01-03
22.765538694992447,2008-01-04
24.834455495546027,2008-01-05
27.568028013508837,2008-01-06
24.129883471327844,2008-01-07
,2008-01-08
22.192574772431747,2008-01-09
,2008-01-10
24.446185134828916,2008-01-11
,2008-01-12
,2008-01-13
,2008-01-14
,2008-01-15
,2008-01-16
,2008-01-17
29.477046105237996,2008-01-18
25.464594938710267,2008-01-19
28.977756629194207,2008-01-20
26.722592592592612,2008-01-21
27.533301103368178,2008-01-22
28.389737380209752,2008-01-23
,2008-01-24
28.205182087441386,2008-01-25
,2008-01-26
,2008-01-27
,2008-01-28
27.86740370414384,2008-01-29
,2008-01-30
,2008-01-31
,2008-02-01
,2008-02-02
25.778234479415573,2008-02-03
24.776011839883765,2008-02-04
28.382715529398496,2008-02-05
26.43917578567195,2008-02-06
27.089158407233562,2008-02-07
29.874285614073404,2008-02-08
,2008-02-09
27.148329670329705,2008-02-10
,2008-02-11
27.63306542815542,2008-02-12
24.83754564457355,2008-02-13
29.872633126473534,2008-02-14
,2008-02-15
,2008-02-16
23.0458154392192,2008-02-17
,2008-02-18
,2008-02-19
,2008-02-20
24.56441333752755,2008-02-21
25.714325165305347,2008-02-22
27.154556336067895,2008-02-23
27.321361739105672,2008-02-24
,2008-02-25
29.43142138086696,2008-02-26
,2008-02-27
29.409901958195846,2008-02-28
,2008-02-29
28.017730271496067,2008-03-01
23.925378766669155,2008-03-02
,2008-03-03
28.705055780282265,2008-03-04
,2008-03-05
,2008-03-06
,2008-03-07
,2008-03-08
,2008-03-09
,2008-03-10
